rarity,unique_name,base_type,class
Unique,卡胡图罗阿之确信,远古胫甲,Unique Item
Unique,深海魔足,巨灵胫甲,Unique Item
Unique,骤起狂岚,巨灵胫甲,Unique Item
Unique,黎明行者,瓦尔胫甲,Unique Item
Unique,冈姆的稳重之靴,巨人胫甲,Unique Item
Unique,无尽之距,巨人胫甲,Unique Item
Unique,赤红踪迹,巨人胫甲,Unique Item
Unique,多里亚尼的幻想,巨人胫甲,Unique Item
Unique,赤红踪迹【仿品】,巨人胫甲,Unique Item
Unique,神行靴,生皮短靴,Unique Item
Unique,维多里奥的飞升,羊皮短靴,Unique Item
Unique,地动,羊皮短靴,Unique Item
Unique,猎踪,鹿皮短靴,Unique Item
Unique,龙炎足迹,砂影短靴,Unique Item
Unique,欧巴拉的坚守,鳗皮短靴,Unique Item
Unique,血影,鲨皮短靴,Unique Item
Unique,强袭者,粗革短靴,Unique Item
Unique,强袭者【仿品】,粗革短靴,Unique Item
Unique,诱惑阶梯,粗革短靴,Unique Item
Unique,敏锐思维,匿踪短靴,Unique Item
Unique,盖卢坎的飞升,匿踪短靴,Unique Item
Unique,阿兹里的金履,迷踪短靴,Unique Item
Unique,大地之痕,迷踪短靴,Unique Item
Unique,苦行之履,羊毛之鞋,Unique Item
Unique,回光之迹,丝绒便鞋,Unique Item
Unique,灵骸之履,丝绸便鞋,Unique Item
Unique,灵骸之履【仿品】,丝绸便鞋,Unique Item
Unique,薛朗的秘术长靴,学者长靴,Unique Item
Unique,蔑视之流,缎布便鞋,Unique Item
Unique,虹幕,咒者长靴,Unique Item
Unique,茵雅的启蒙,秘术便鞋,Unique Item
Unique,茵雅的启蒙【仿品】,秘术便鞋,Unique Item
Unique,绝地魔履,术士长靴,Unique Item
Unique,空向,术士长靴,Unique Item
Unique,迎暮,铁影长靴,Unique Item
Unique,狮眼的斗志,铜影长靴,Unique Item
Unique,狮眼的斗志【仿品】,铜影长靴,Unique Item
Unique,哑风轻步,蛇鳞长靴,Unique Item
Unique,愤恨遗产,地蝮鳞长靴,Unique Item
Unique,苍空之爪,火蝮鳞长靴,Unique Item
Unique,博运步伐,火蝮鳞长靴,Unique Item
Unique,暗雷,龙鳞长靴,Unique Item
Unique,毁灭的逼近,龙鳞长靴,Unique Item
Unique,覆灭之兆,网眼长靴,Unique Item
Unique,拉克斯的渴望,仪式短靴,Unique Item
Unique,阿尔贝隆的征途,战士之靴,Unique Item
Unique,阿尔贝隆的征途【仿品】,战士之靴,Unique Item
Unique,刚勇,军团长靴,Unique Item
Unique,军团的进击,军团长靴,Unique Item
Unique,死亡大门,圣战长靴,Unique Item
Unique,诺米克的风暴,扣环短靴,Unique Item
Unique,日耀,环带长靴,Unique Item
Unique,维鲁索的壮怀,缚足长靴,Unique Item
Unique,布琳洛特岸行者,猎人之靴,Unique Item
Unique,献祭舞鞋,禁礼之靴,Unique Item
Unique,至高天堂,禁礼之靴,Unique Item
Unique,灵柩行者,禁礼之靴,Unique Item
Unique,暗夜刺足,暗影之靴,Unique Item
Unique,溃败,暗影之靴,Unique Item
Unique,溃败【仿品】,暗影之靴,Unique Item
Unique,虚空行者,暗影者长靴,Unique Item
Unique,鼠疫之源,暗影者长靴,Unique Item
Unique,虚空行者【仿品】,暗影者长靴,Unique Item
Unique,疯狂的象征,异色鞋(冰闪),Unique Item
Unique,宿命,逃亡之靴,Unique Item
Unique,欧罗什的指控,符文护腿,Unique Item
Unique,沃拉娜的征途,符文战靴,Unique Item
Unique,意识之缘,铁锻护手,Unique Item
Unique,巨灵灾星,青铜护手,Unique Item
Unique,梅吉诺德的巨力腕甲,冷钢护手,Unique Item
Unique,提督的傲慢,古钢护手,Unique Item
Unique,笼中猛犸,古钢护手,Unique Item
Unique,升华之风,远古护手,Unique Item
Unique,仇恨熔炉,远古护手,Unique Item
Unique,帝国之掌,巨灵护手,Unique Item
Unique,天界拥怀,巨灵护手,Unique Item
Unique,阿兹里的捷思,瓦尔护手,Unique Item
Unique,多里亚尼之拳,瓦尔护手,Unique Item
Unique,阿兹里的捷思【仿品】,瓦尔护手,Unique Item
Unique,陨落之环,巨人护手,Unique Item
Unique,深海魔钳,巨人护手,Unique Item
Unique,冈姆的精神,巨人护手,Unique Item
Unique,冰冷之眼,羊皮手套,Unique Item
Unique,马雷格罗的玫红手套,鹿皮手套,Unique Item
Unique,欧斯卡姆,砂影手套,Unique Item
Unique,伟大旧神之触手,鳗皮手套,Unique Item
Unique,苦难探寻者,粗革手套,Unique Item
Unique,佣兵领地,迷踪手套,Unique Item
Unique,猎宝者的护手,羊毛手套,Unique Item
Unique,德瑞的精神手套,丝绒手套,Unique Item
Unique,安赛娜丝的安抚之语,丝绸手套,Unique Item
Unique,刁妇的圈套,刺绣手套,Unique Item
Unique,相生相克,缎布手套,Unique Item
Unique,恶魔缝补者,缎布手套,Unique Item
Unique,相生相克【仿品】,缎布手套,Unique Item
Unique,卡莉莎的优雅之影,绣布手套,Unique Item
Unique,卡莉莎的优雅之影【仿品】,绣布手套,Unique Item
Unique,虚空之力,咒者手套,Unique Item
Unique,议会之握,秘术手套,Unique Item
Unique,议会之握【仿品】,秘术手套,Unique Item
Unique,肉体与魂灵,铁影手套,Unique Item
Unique,苍蟒之鳞,铜影手套,Unique Item
Unique,瓦尔的灵手,铜影手套,Unique Item
Unique,富贵之运,钢影护手,Unique Item
Unique,陵拳,钢影护手,Unique Item
Unique,血友病,蛇鳞手套,Unique Item
Unique,龙族印记,蝮鳞手套,Unique Item
Unique,烈火送葬,蝮鳞手套,Unique Item
Unique,大地之握,火蝮鳞手套,Unique Item
Unique,扼息者,火蝮鳞手套,Unique Item
Unique,坟场之链,火蝮鳞手套,Unique Item
Unique,浪涌缚者,龙鳞手套,Unique Item
Unique,悲运之缚,链甲手套,Unique Item
Unique,三重扣,网眼手套,Unique Item
Unique,费西亚之手,网眼手套,Unique Item
Unique,巨坑之令,仪式手套,Unique Item
Unique,福库尔的手,狂热者手套,Unique Item
Unique,福库尔的手【仿品】,狂热者手套,Unique Item
Unique,热诚之手,狂热者手套,Unique Item
Unique,南方,战士手套,Unique Item
Unique,苍空之翼,战士手套,Unique Item
Unique,虚空,军团手套,Unique Item
Unique,暴君之握,军团手套,Unique Item
Unique,悔悟之掌,圣战手套,Unique Item
Unique,塑界之触,圣战手套,Unique Item
Unique,神主之手,圣战手套,Unique Item
Unique,异端之手,先烈手套,Unique Item
Unique,恩德的迅影,裹趾护手,Unique Item
Unique,毁面者,扣环护手,Unique Item
Unique,沙尘之影,环带护手,Unique Item
Unique,奥库娜的意志,环带护手,Unique Item
Unique,奴隶贩子之手,伏击护手,Unique Item
Unique,建筑师之手,伏击护手,Unique Item
Unique,水火不容,伏击护手,Unique Item
Unique,风暴觅者,伏击护手,Unique Item
Unique,入殓师,禁礼护手,Unique Item
Unique,暗夜织礼,禁礼护手,Unique Item
Unique,尸僵,禁礼护手,Unique Item
Unique,灵魂飞升,禁礼护手,Unique Item
Unique,领主之手,禁礼护手,Unique Item
Unique,蝮吻,暗影护手,Unique Item
Unique,亵渎者之握,暗影护手,Unique Item
Unique,风暴赐福,暗影护手,Unique Item
Unique,熵能毁灭,暗影护手,Unique Item
Unique,轰天雷,暗影者护手,Unique Item
Unique,马拉凯之记,暗影者护手,Unique Item
Unique,马奇纳护手,暗影者护手,Unique Item
Unique,无尽盛宴,扣钉手套,Unique Item
Unique,漆黑天顶,丝绸手套,Unique Item
Unique,暗夜之握,符文笼手,Unique Item
Unique,梅德维德的挑战,符文手甲,Unique Item
Unique,幽暗之语,锻铁戒指,Unique Item
Unique,英灵宝环,锻铁戒指,Unique Item
Unique,守卫之铭,锻铁戒指,Unique Item
Unique,罪恶之环,锻铁戒指,Unique Item
Unique,冰牙指环,锻铁戒指,Unique Item
Unique,静脉穿刺,锻铁戒指,Unique Item
Unique,普洛斯彼罗的守护,锻铁戒指,Unique Item
Unique,冈姆的远见,珊瑚戒指,Unique Item
Unique,冬日之织,珊瑚戒指,Unique Item
Unique,希比尔之叹,珊瑚戒指,Unique Item
Unique,尊贵的同盟,珊瑚戒指,Unique Item
Unique,德瑞的魔具,海灵戒指,Unique Item
Unique,普兰德斯之记,海灵戒指,Unique Item
Unique,普拉克斯,海灵戒指,Unique Item
Unique,德瑞的魔具【仿品】,海灵戒指,Unique Item
Unique,命中注定,海灵戒指,Unique Item
Unique,灵魂绑定,海灵戒指,Unique Item
Unique,贪欲之记,金光戒指,Unique Item
Unique,赌神芬多,金光戒指,Unique Item
Unique,绿林豪侠,金光戒指,Unique Item
Unique,伊克切尔的诱惑,金光戒指,Unique Item
Unique,基加萨鲁,黄玉戒指,Unique Item
Unique,瓦拉库之印,黄玉戒指,Unique Item
Unique,普藤博的山谷,黄玉戒指,Unique Item
Unique,普藤博的高山,黄玉戒指,Unique Item
Unique,普藤博的草原,黄玉戒指,Unique Item
Unique,先驱的纹章,黄玉戒指,Unique Item
Unique,悔恨之环,黄玉戒指,Unique Item
Unique,星界投影,黄玉戒指,Unique Item
Unique,风暴之秘,黄玉戒指,Unique Item
Unique,尼米斯,黄玉戒指,Unique Item
Unique,梦语之痕,蓝玉戒指,Unique Item
Unique,燃焰,蓝玉戒指,Unique Item
Unique,塔萨里奥之印,蓝玉戒指,Unique Item
Unique,蛇穴,蓝玉戒指,Unique Item
Unique,乌扎萨的草原,蓝玉戒指,Unique Item
Unique,乌扎萨的高山,蓝玉戒指,Unique Item
Unique,乌扎萨的山谷,蓝玉戒指,Unique Item
Unique,恐惧之环,蓝玉戒指,Unique Item
Unique,塔萨里奥之印【仿品】,蓝玉戒指,Unique Item
Unique,虚空召唤,蓝玉戒指,Unique Item
Unique,莫考之拥,红玉戒指,Unique Item
Unique,努葛玛呼之印,红玉戒指,Unique Item
Unique,余烬之痕,红玉戒指,Unique Item
Unique,阿克莱的高山,红玉戒指,Unique Item
Unique,阿克莱的草原,红玉戒指,Unique Item
Unique,阿克莱的山谷,红玉戒指,Unique Item
Unique,苦痛之环,红玉戒指,Unique Item
Unique,战士的遗产,红玉戒指,Unique Item
Unique,余烬之痕【仿品】,红玉戒指,Unique Item
Unique,罗里的幸运之灯,三相戒指,Unique Item
Unique,元素之章,三相戒指,Unique Item
Unique,窃罪,三相戒指,Unique Item
Unique,雄心轮环,三相戒指,Unique Item
Unique,薛朗的启示之环,月光石戒指,Unique Item
Unique,时光之握,月光石戒指,Unique Item
Unique,结魂之环,月光石戒指,Unique Item
Unique,女武神,月光石戒指,Unique Item
Unique,咒逐,月光石戒指,Unique Item
Unique,陶哈努库之时间,月光石戒指,Unique Item
Unique,亡者呼唤,紫晶戒指,Unique Item
Unique,明恩的慧心,紫晶戒指,Unique Item
Unique,乡愁之环,紫晶戒指,Unique Item
Unique,黑焰,紫晶戒指,Unique Item
Unique,原初之罪,紫晶戒指,Unique Item
Unique,盘绕低语,紫晶戒指,Unique Item
Unique,神赐,宝钻戒指,Unique Item
Unique,罗米拉的潜力之环,宝钻戒指,Unique Item
Unique,盖拉图斯印戒,宝钻戒指,Unique Item
Unique,贝雷克的火与雷之乐,双玉戒指,Unique Item
Unique,贝雷克的冰与雷之曲,双玉戒指,Unique Item
Unique,意志呼唤,双玉戒指,Unique Item
Unique,贝雷克的冰与火之歌,双玉戒指,Unique Item
Unique,瑞佛之冠,双玉戒指,Unique Item
Unique,虚空慧眼,潜能之戒,Unique Item
Unique,玛拉凯的巧技,潜能之戒,Unique Item
Unique,布琳洛特印记,潜能之戒,Unique Item
Unique,红刃之环,潜能之戒,Unique Item
Unique,哑风封印,潜能之戒,Unique Item
Unique,草民,潜能之戒,Unique Item
Unique,菁华蠕虫,潜能之戒,Unique Item
Unique,渔夫之辫,潜能之戒,Unique Item
Unique,饥饿之环,潜能之戒,Unique Item
Unique,屈服印记,潜能之戒,Unique Item
Unique,活解,潜能之戒,Unique Item
Unique,渎神代理,潜能之戒,Unique Item
Unique,玛拉凯的巧技【仿品】,潜能之戒,Unique Item
Unique,虚空慧眼【仿品】,潜能之戒,Unique Item
Unique,腐血的承诺,潜能之戒,Unique Item
Unique,三头威仪,潜能之戒,Unique Item
Unique,蠕动恐惧,潜能之戒,Unique Item
Unique,托沃的意志,冰凝戒指,Unique Item
Unique,索伏的意志,炽能戒指,Unique Item
Unique,艾许的意志,突触戒指,Unique Item
Unique,乌尔尼多的意志,有机戒指,Unique Item
Unique,崩解意志,逃亡戒指,Unique Item
Unique,失落归一,无形戒指,Unique Item
Unique,心灵的息灭,无名戒指,Unique Item
Unique,利己的牧者,无名戒指,Unique Item
Unique,憎恨控诉,无名戒指,Unique Item
Unique,裂界之印,合金戒指,Unique Item
Unique,背叛邪刺,合金戒指,Unique Item
Unique,灾厄棘刺,合金戒指,Unique Item
Unique,风暴之炎,蛋白石戒指,Unique Item
Unique,塑界之印,蛋白石戒指,Unique Item
Unique,毁灭激波,蛋白石戒指,Unique Item
Unique,未现之彩,蛋白石戒指,Unique Item
Unique,敌意的怀抱,朱砂之戒,Unique Item
Unique,卡兰德之触,戒指,Unique Item
Unique,阿兹里圣徽,海灵护身符,Unique Item
Unique,魔灵之符,海灵护身符,Unique Item
Unique,泽佛伊之心,海灵护身符,Unique Item
Unique,祭祀之心,海灵护身符,Unique Item
Unique,阿兹里圣徽【仿品】,海灵护身符,Unique Item
Unique,命运之抗争,海灵护身符,Unique Item
Unique,隐灵之符,珊瑚护身符,Unique Item
Unique,原始锁链,珊瑚护身符,Unique Item
Unique,圣令,珊瑚护身符,Unique Item
Unique,玷污契约,珊瑚护身符,Unique Item
Unique,伊基阿霍之诺言,珊瑚护身符,Unique Item
Unique,信念之砧,琥珀护身符,Unique Item
Unique,堕落之血,琥珀护身符,Unique Item
Unique,索伏之心,琥珀护身符,Unique Item
Unique,索伏之血,琥珀护身符,Unique Item
Unique,浸血徽章,琥珀护身符,Unique Item
Unique,卡鲁的战徽,翠玉护身符,Unique Item
Unique,拉什卡德的耐心,翠玉护身符,Unique Item
Unique,太平,翠玉护身符,Unique Item
Unique,群魔殿,翠玉护身符,Unique Item
Unique,西里的真相,翠玉护身符,Unique Item
Unique,柳树之赐,翠玉护身符,Unique Item
Unique,卡鲁的战徽【仿品】,翠玉护身符,Unique Item
Unique,西里的真相【仿品】,翠玉护身符,Unique Item
Unique,玛莉琳的护体之符,海玉护身符,Unique Item
Unique,拉兹瓦的灵石,海玉护身符,Unique Item
Unique,纯净之泪,海玉护身符,Unique Item
Unique,暴风之言,海玉护身符,Unique Item
Unique,暴风之语,海玉护身符,Unique Item
Unique,短暂羁绊,海玉护身符,Unique Item
Unique,德瑞之舌,海玉护身符,Unique Item
Unique,烈阳徽记,帝金护身符,Unique Item
Unique,冬之心,帝金护身符,Unique Item
Unique,珀奎尔之趾,帝金护身符,Unique Item
Unique,冬之心【仿品】,帝金护身符,Unique Item
Unique,不动之魂,帝金护身符,Unique Item
Unique,临峰,帝金护身符,Unique Item
Unique,均衡之符,黑曜护身符,Unique Item
Unique,屠戮之心,黑曜护身符,Unique Item
Unique,寻宝者的心眼,黑曜护身符,Unique Item
Unique,辛格拉的凝视,黑曜护身符,Unique Item
Unique,夏乌拉之印,黑曜护身符,Unique Item
Unique,苦难羁绊,黑曜护身符,Unique Item
Unique,隐逝,黑曜护身符,Unique Item
Unique,奥尔之兴,黑曜护身符,Unique Item
Unique,至日不眠,黑曜护身符,Unique Item
Unique,领袖的代价,黑曜护身符,Unique Item
Unique,绞杀之息,黑曜护身符,Unique Item
Unique,结晶全知,黑曜护身符,Unique Item
Unique,群星之灰,黑曜护身符,Unique Item
Unique,永恒之战,黑曜护身符,Unique Item
Unique,龙牙之翔【仿品】,黑曜护身符,Unique Item
Unique,辛格拉的凝视【仿品】,黑曜护身符,Unique Item
Unique,维多里奥的捷思,青玉护身符,Unique Item
Unique,恩吉尔的和谐,青玉护身符,Unique Item
Unique,时空扭曲,青玉护身符,Unique Item
Unique,马雷格罗的残酷,青玉护身符,Unique Item
Unique,兄弟会徽章,青玉护身符,Unique Item
Unique,愤怒之阀,青玉护身符,Unique Item
Unique,兄弟会徽章【仿品】,青玉护身符,Unique Item
Unique,萦绕往事,青玉护身符,Unique Item
Unique,福尔的忠诚之符,玛瑙护身符,Unique Item
Unique,塑界者之籽,玛瑙护身符,Unique Item
Unique,埃拉黛丝,玛瑙护身符,Unique Item
Unique,心灵抽取,玛瑙护身符,Unique Item
Unique,永恒诅咒,玛瑙护身符,Unique Item
Unique,德瑞索的战礼,黄晶护身符,Unique Item
Unique,无罪之眼,黄晶护身符,Unique Item
Unique,厄运护符,黄晶护身符,Unique Item
Unique,费伯之牙,黄晶护身符,Unique Item
Unique,复仇的魅力,黄晶护身符,Unique Item
Unique,瓦尔克拉斯之星,血色护身符,Unique Item
Unique,乌尔尼多之誓,潜能项链,Unique Item
Unique,维纳留斯的星盘,星盘项链,Unique Item
Unique,昏暗之牙,碧珠护身符,Unique Item
Unique,鲜血支配,大理石护身符,Unique Item
Unique,骨融,大理石护身符,Unique Item
Unique,无尽呢喃,海晶护符,Unique Item
Unique,夜守,黑牙魔符,Unique Item
Unique,瑞佛诅咒,亡爪魔符,Unique Item
Unique,枯井,咒箍魔符,Unique Item
Unique,自然组织,死羽魔符,Unique Item
Unique,巨狼之眼,狼王魔符,Unique Item
Unique,幻彩菱织,素布腰带,Unique Item
Unique,盛宴之结,素布腰带,Unique Item
Unique,饥荒之结,素布腰带,Unique Item
Unique,呕吐,素布腰带,Unique Item
Unique,幻彩菱织【仿品】,素布腰带,Unique Item
Unique,凝息,扣链腰带,Unique Item
Unique,马雷格罗的染血之环,扣链腰带,Unique Item
Unique,变节者,扣链腰带,Unique Item
Unique,懦夫之链,扣链腰带,Unique Item
Unique,懦夫之遗,扣链腰带,Unique Item
Unique,脱缚之锁,扣链腰带,Unique Item
Unique,凝息【仿品】,扣链腰带,Unique Item
Unique,坚韧之链,扣链腰带,Unique Item
Unique,猎首,皮革腰带,Unique Item
Unique,永生,皮革腰带,Unique Item
Unique,龙蜕之带,皮革腰带,Unique Item
Unique,不朽系命,皮革腰带,Unique Item
Unique,巨岩指套,皮革腰带,Unique Item
Unique,暴食,皮革腰带,Unique Item
Unique,极北,皮革腰带,Unique Item
Unique,圣体之绳,皮革腰带,Unique Item
Unique,熊之束腰,皮革腰带,Unique Item
Unique,猎首【仿品】,皮革腰带,Unique Item
Unique,火爆之拥,皮革腰带,Unique Item
Unique,多里亚尼之约,重革腰带,Unique Item
Unique,梅吉诺德的力量泉源,重革腰带,Unique Item
Unique,狡徒束腰,重革腰带,Unique Item
Unique,戴亚迪安的晨曦,重革腰带,Unique Item
Unique,比斯克的缰绳,重革腰带,Unique Item
Unique,奴役之索,重革腰带,Unique Item
Unique,突围者,重革腰带,Unique Item
Unique,母亲的拥抱,重革腰带,Unique Item
Unique,突围者【仿品】,重革腰带,Unique Item
Unique,幸存者的愧疚,重革腰带,Unique Item
Unique,法师之血,重革腰带,Unique Item
Unique,冈姆之束缚,重革腰带,Unique Item
Unique,普兰德斯之印,饰布腰带,Unique Item
Unique,日炎,饰布腰带,Unique Item
Unique,嗜魂,饰布腰带,Unique Item
Unique,灵魂羁绊,饰布腰带,Unique Item
Unique,流逝之时,饰布腰带,Unique Item
Unique,沧海桑田,饰布腰带,Unique Item
Unique,灵魂羁绊【仿品】,饰布腰带,Unique Item
Unique,复苏之药,饰布腰带,Unique Item
Unique,阿恩的痛苦,饰布腰带,Unique Item
Unique,奥莱西亚的喜悦,饰布腰带,Unique Item
Unique,葛拉文的秘宝,饰布腰带,Unique Item
Unique,仁德腰带,饰布腰带,Unique Item
Unique,既定命途,饰布腰带,Unique Item
Unique,涅瓦里乌斯的传承,饰布腰带,Unique Item
Unique,首席院士的工具,饰布腰带,Unique Item
Unique,坚毅之环,扣钉腰带,Unique Item
Unique,瑞斯拉萨的线圈,扣钉腰带,Unique Item
Unique,茵达的坚守,扣钉腰带,Unique Item
Unique,恒毅意志,先锋腰带,Unique Item
Unique,时光浪潮,先锋腰带,Unique Item
Unique,铁心复仇的束带,先锋腰带,Unique Item
Unique,奥术之符,水晶腰带,Unique Item
Unique,真相之担,水晶腰带,Unique Item
Unique,夜临,深渊腰带,Unique Item
Unique,卡鲁之血,圣化生命药剂,Unique Item
Unique,德瑞的妙药,良质魔力药剂,Unique Item
Unique,泽佛伊的终息,优质魔力药剂,Unique Item
Unique,井水灵器,高阶魔力药剂,Unique Item
Unique,拉维安加之泉,圣化魔力药剂,Unique Item
Unique,拉维安加之泉【仿品】,圣化魔力药剂,Unique Item
Unique,宝视精华,大型复合药剂,Unique Item
Unique,扭曲之罐,祝福复合药剂,Unique Item
Unique,克拉里多之名,宝钻药剂,Unique Item
Unique,闪耀精华,红玉药剂,Unique Item
Unique,逝日,红玉药剂,Unique Item
Unique,恨意,蓝玉药剂,Unique Item
Unique,维克塔血器,黄玉药剂,Unique Item
Unique,鲁米的灵药,坚岩药剂,Unique Item
Unique,狮吼精华,坚岩药剂,Unique Item
Unique,鲁米的灵药【仿品】,坚岩药剂,Unique Item
Unique,伤胃酒,水银药剂,Unique Item
Unique,阿兹里的诺言,紫晶药剂,Unique Item
Unique,茁育助长,紫晶药剂,Unique Item
Unique,禁果,石英药剂,Unique Item
Unique,捕魂者,石英药剂,Unique Item
Unique,裂魂者,石英药剂,Unique Item
Unique,巫酿之水,迷雾药剂,Unique Item
Unique,再生的罪恶,迷雾药剂,Unique Item
Unique,巫酿之水【仿品】,迷雾药剂,Unique Item
Unique,神圣哀悼,硫磺药剂,Unique Item
Unique,高洁圣杯,硫磺药剂,Unique Item
Unique,瓶中信仰,硫磺药剂,Unique Item
Unique,神圣哀悼【仿品】,硫磺药剂,Unique Item
Unique,奇亚拉的决心,真银药剂,Unique Item
Unique,灰烬之瓮,真银药剂,Unique Item
Unique,聪明的欧克,灰岩药剂,Unique Item
Unique,奥瑞亚的尽头,灰岩药剂,Unique Item
Unique,先知之茗,黄金药剂,Unique Item
Unique,欧罗什的决心,坚铁药剂,Unique Item
Unique,星光圣杯,坚铁药剂,Unique Item
Unique,不坏圣环灵药,坚铁药剂,Unique Item
Unique,沃拉娜的准备,坚铁药剂,Unique Item
Unique,马洛尼的技巧,华美箭袋,Unique Item
Unique,马洛尼的技巧【仿品】,华美箭袋,Unique Item
Unique,岩头,锯齿箭袋,Unique Item
Unique,西里的嗜血之矢,鲨齿箭袋,Unique Item
Unique,阿华纳之牙,鲨齿箭袋,Unique Item
Unique,冰灵之吼,飞羽箭袋,Unique Item
Unique,勇者之礼,飞羽箭袋,Unique Item
Unique,穿心,穿射箭袋,Unique Item
Unique,寒锋之卫,钝矢箭袋,Unique Item
Unique,爆裂之射,钝矢箭袋,Unique Item
Unique,神性破碎,钝矢箭袋,Unique Item
Unique,瑞佛之羽,双锋箭袋,Unique Item
Unique,小会战,双锋箭袋,Unique Item
Unique,灵魂打击,刺锋箭袋,Unique Item
Unique,灵魂打击【仿品】,刺锋箭袋,Unique Item
Unique,黑炎之芒,燃矢箭袋,Unique Item
Unique,钢铁蠕虫,宽矢箭袋,Unique Item
Unique,马洛尼的暮光,恶矢箭袋,Unique Item
Unique,棘雹,恶矢箭袋,Unique Item
Unique,魔蝎的呼唤,重矢箭袋,Unique Item
Unique,虚空制箭者,原矢箭袋,Unique Item
Unique,平衡棱镜,原矢箭袋,Unique Item
Unique,惯性,赤红珠宝,Unique Item
Unique,求知的热情,赤红珠宝,Unique Item
Unique,碎镞雨,赤红珠宝,Unique Item
Unique,充分训练,赤红珠宝,Unique Item
Unique,阿兹里之权,赤红珠宝,Unique Item
Unique,脆弱,赤红珠宝,Unique Item
Unique,能量坚甲,赤红珠宝,Unique Item
Unique,帝王的霸权,赤红珠宝,Unique Item
Unique,聚光之石,赤红珠宝,Unique Item
Unique,起源力量,赤红珠宝,Unique Item
Unique,赤影梦境,赤红珠宝,Unique Item
Unique,赤影梦魇,赤红珠宝,Unique Item
Unique,温柔之力,赤红珠宝,Unique Item
Unique,淬火之躯,赤红珠宝,Unique Item
Unique,战斗专注,赤红珠宝,Unique Item
Unique,升华之躯,赤红珠宝,Unique Item
Unique,希望之线,赤红珠宝,Unique Item
Unique,人格分裂,赤红珠宝,Unique Item
Unique,起源力量【仿品】,赤红珠宝,Unique Item
Unique,血肉分崩,赤红珠宝,Unique Item
Unique,禁断之火,赤红珠宝,Unique Item
Unique,烈火之歌,赤红珠宝,Unique Item
Unique,永恒之力,赤红珠宝,Unique Item
Unique,血痕,赤红珠宝,Unique Item
Unique,战士的史诗,赤红珠宝,Unique Item
Unique,浮华,赤红珠宝,Unique Item
Unique,脆弱【仿品】,赤红珠宝,Unique Item
Unique,流畅行动,翠绿珠宝,Unique Item
Unique,直觉之跃,翠绿珠宝,Unique Item
Unique,狮眼的陨落,翠绿珠宝,Unique Item
Unique,审慎计划,翠绿珠宝,Unique Item
Unique,深藏的潜能,翠绿珠宝,Unique Item
Unique,残虐之欢愉,翠绿珠宝,Unique Item
Unique,腐化寒息,翠绿珠宝,Unique Item
Unique,和平主义,翠绿珠宝,Unique Item
Unique,帝王的诡计,翠绿珠宝,Unique Item
Unique,起源卓越,翠绿珠宝,Unique Item
Unique,青影梦境,翠绿珠宝,Unique Item
Unique,青影梦魇,翠绿珠宝,Unique Item
Unique,纯才,翠绿珠宝,Unique Item
Unique,黄金法则,翠绿珠宝,Unique Item
Unique,淬火之魂,翠绿珠宝,Unique Item
Unique,升华之魂,翠绿珠宝,Unique Item
Unique,超自然本能,翠绿珠宝,Unique Item
Unique,怒火中烧,翠绿珠宝,Unique Item
Unique,加速誓约,翠绿珠宝,Unique Item
Unique,无所遁形,翠绿珠宝,Unique Item
Unique,暴风遮罩,翠绿珠宝,Unique Item
Unique,先祖的远视,翠绿珠宝,Unique Item
Unique,和平主义【仿品】,翠绿珠宝,Unique Item
Unique,尘埃落定,钴蓝珠宝,Unique Item
Unique,丰富心灵,钴蓝珠宝,Unique Item
Unique,蛮力冲撞,钴蓝珠宝,Unique Item
Unique,狂热之心,钴蓝珠宝,Unique Item
Unique,无力,钴蓝珠宝,Unique Item
Unique,潜能防护,钴蓝珠宝,Unique Item
Unique,灵体转换,钴蓝珠宝,Unique Item
Unique,死亡清算,钴蓝珠宝,Unique Item
Unique,鲁莽防御,钴蓝珠宝,Unique Item
Unique,帝王的智慧,钴蓝珠宝,Unique Item
Unique,无尽渴望,钴蓝珠宝,Unique Item
Unique,起源和谐,钴蓝珠宝,Unique Item
Unique,碧影梦境,钴蓝珠宝,Unique Item
Unique,碧影梦魇,钴蓝珠宝,Unique Item
Unique,淬火之心,钴蓝珠宝,Unique Item
Unique,升华之心,钴蓝珠宝,Unique Item
Unique,要塞誓约,钴蓝珠宝,Unique Item
Unique,鲁莽防御【仿品】,钴蓝珠宝,Unique Item
Unique,巅峰状态,钴蓝珠宝,Unique Item
Unique,低谷状态,钴蓝珠宝,Unique Item
Unique,血肉融合,钴蓝珠宝,Unique Item
Unique,禁断之肉,钴蓝珠宝,Unique Item
Unique,女巫克星,钴蓝珠宝,Unique Item
Unique,理性主义,钴蓝珠宝,Unique Item
Unique,恐惧之平衡,钴蓝珠宝,Unique Item
Unique,无力【仿品】,钴蓝珠宝,Unique Item
Unique,帝王的纯熟,三相珠宝,Unique Item
Unique,聚魂石,三相珠宝,Unique Item
Unique,守望之眼,三相珠宝,Unique Item
Unique,崇高愿景,三相珠宝,Unique Item
Unique,意义的光辉,三相珠宝,Unique Item
Unique,命运的拘束,三相珠宝,Unique Item
Unique,特克罗的凝视,凶残之凝珠宝,Unique Item
Unique,乌拉曼的凝视,锐利之凝珠宝,Unique Item
Unique,库高的凝视,安睡之凝珠宝,Unique Item
Unique,阿曼娜姆的凝视,苍白之凝珠宝,Unique Item
